angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z,opponents,steer,accel,brake,gear_act
0,0.078,0,6201.46,0,94,1,0,1,942.478,0.097295,-1.48542e-08,-0.000769041,0.333332,0.34526,"[16.9984, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.098,0,6201.46,0,94,1,0,1,942.478,0.054751,1.14602e-06,-0.000746093,0.333332,0.345259,"[16.9979, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.118,0,6201.46,0,94,1,0,1,942.478,-0.0267891,-2.91524e-07,-0.000723762,0.333332,0.345259,"[16.9972, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.138,0,6201.46,0,94,1,0,1,942.478,-0.0380814,-3.55886e-07,-0.000604164,0.333332,0.345259,"[16.9973, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50011, 200, 24.8244]",0.0,0.0,0.0,1
0,0.158,0,6201.46,0,94,1,0,1,942.478,0.141555,-6.66064e-06,-0.000779292,0.333332,0.345259,"[16.9972, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.178,0,6201.46,0.000488281,94,1,0,1,942.478,0.0529386,0.000170016,-0.000710098,0.333332,0.345259,"[16.9974, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50022, 200, 24.8245]",0.0,0.0,0.0,1
0,0.198,0,6201.46,0.000488281,94,1,0,1,942.478,-0.0485417,1.89625e-05,-0.000768137,0.333332,0.345259,"[16.9974, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50022, 200, 24.8219]",0.0,0.0,0.0,1
0,0.218,0,6201.46,0.000488281,94,1,0,1,942.478,-0.0375639,1.17022e-05,-0.000677698,0.333332,0.345258,"[16.9976, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50032, 200, 24.8151]",0.0,0.0,0.0,1
0,0.238,0,6201.46,0.000488281,94,1,0,1,942.478,0.146502,7.33374e-06,-0.000805854,0.333332,0.345258,"[16.9951, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50022, 200, 24.8041]",0.0,0.0,0.0,1
0,0.26,0,6201.46,0,94,1,0,1,942.478,-0.0333299,-1.8507e-05,-0.000816787,0.333332,0.345258,"[16.9884, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50011, 200, 24.7873]",0.0,0.0,0.0,1
